emp_no,salary,from_date,to_date
43462,40000,1992-12-28,1993-12-28
43463,40000,1998-04-02,1999-04-02
43464,40000,1997-02-09,1998-02-09
43469,40000,1997-03-30,1998-03-30
43469,39581,1998-03-30,1999-03-30
43470,40000,1986-06-23,1987-06-23
43470,39869,1987-06-23,1988-06-22
43475,40000,1998-02-07,1999-02-07
43479,40000,1996-12-24,1997-12-24
43481,40000,1997-10-30,1998-10-30
43483,40000,1990-07-31,1991-07-31
43491,40000,1986-08-10,1987-08-10
43492,40000,1990-07-18,1991-07-18
43493,40000,1998-11-30,1999-11-30
43494,40000,1989-01-20,1990-01-20
43495,40000,1998-09-04,1999-09-04
43497,40000,1989-03-16,1990-03-16
43502,40000,1994-04-27,1995-04-27
43510,40000,1999-07-26,2000-07-25
43510,39761,2000-07-25,2001-07-25
43510,39494,2001-07-25,2002-07-25
43512,40000,1996-11-10,1997-11-10
43514,40000,1997-05-20,1998-05-20
43517,40000,1999-10-03,2000-10-02
43517,39605,2000-10-02,2001-10-02
43521,40000,1988-07-12,1989-07-12
43521,39890,1989-07-12,1990-07-12
43525,40000,1986-01-30,1987-01-30
43527,40000,1997-05-20,1998-05-20
43530,40000,1993-06-05,1994-06-05
43530,39649,1994-06-05,1995-06-05
43531,40000,1988-12-12,1989-12-12
43535,40000,1996-07-30,1997-07-30
43536,40000,1987-08-10,1988-08-09
43541,40000,1986-03-19,1987-03-19
43551,40000,1994-01-19,1995-01-19
43551,39743,1995-01-19,1996-01-19
43557,40000,1989-05-14,1990-05-14
43562,40000,1993-06-25,1994-06-25
43565,40000,1993-09-29,1994-09-29
43565,39535,1994-09-29,1995-09-29
43572,40000,1999-03-07,2000-03-06
43573,40000,1986-06-28,1987-06-28
43576,40000,1990-06-22,1991-06-22
43577,40000,1989-08-30,1990-08-30
43578,40000,1989-08-02,1990-08-02
43579,40000,1997-12-07,1998-12-07
43581,40000,1997-12-22,1998-12-22
43584,40000,1994-12-09,1995-12-09
43585,40000,1993-04-24,1994-04-24
43587,40000,1987-04-28,1988-04-27
43590,40000,1994-07-10,1995-05-09
43591,40000,1995-05-14,1996-05-13
43600,40000,1992-09-18,1993-09-18
43607,40000,1993-10-16,1994-10-16
43613,40000,1997-08-24,1998-08-24
43616,40000,1996-11-10,1997-11-10
43627,40000,1987-08-05,1988-08-04
43630,40000,1995-10-16,1996-10-15
43635,40000,1999-01-15,2000-01-15
43635,39560,2000-01-15,2001-01-14
43636,40000,1998-04-09,1999-04-09
43642,40000,1990-10-18,1991-10-18
43648,40000,1992-09-03,1993-09-03
43654,40000,1994-11-15,1995-11-15
43657,40000,1997-07-11,1998-07-11
43658,40000,1996-10-14,1997-10-14
43662,40000,1997-04-16,1998-04-16
43666,40000,1998-07-16,1999-07-16
43667,40000,1998-03-13,1998-04-17
43669,40000,1988-08-24,1989-08-24
43669,39596,1989-08-24,1990-08-24
43669,39518,1990-08-24,1991-08-24
43674,40000,1990-06-25,1991-06-25
43677,40000,1993-01-22,1994-01-22
43682,40000,1990-06-11,1991-06-11
43682,39831,1991-06-11,1992-06-10
43683,40000,1996-08-11,1997-08-11
43684,40000,1999-11-01,2000-10-31
43685,40000,1994-12-21,1995-12-21
43686,40000,1996-06-06,1997-06-06
43688,40000,1994-12-26,1995-12-26
43692,40000,1988-08-09,1989-08-09
43694,40000,1988-04-30,1989-04-30
43696,40000,1998-04-22,1999-04-22
43699,40000,1989-08-22,1990-08-22
43700,40000,1988-05-10,1989-05-10
43702,40000,1989-06-03,1990-06-03
43706,40000,1999-03-13,1999-10-18
43711,40000,1995-06-26,1996-06-25
43719,40000,1996-09-14,1997-09-14
43723,40000,1990-12-15,1991-12-15
43724,40000,1997-01-01,1998-01-01
43727,40000,1994-10-30,1995-10-29
43729,40000,1997-11-18,1998-11-18
43733,40000,1993-12-31,1994-12-31
43735,40000,1986-06-21,1987-06-21
43738,40000,1999-03-16,2000-03-15
43740,40000,1996-01-09,1997-01-08
43742,40000,1988-03-13,1989-03-13
43746,40000,1991-05-25,1992-05-24
43750,40000,1993-10-08,1994-10-08
43752,40000,1988-04-17,1989-04-17
43755,40000,1986-02-23,1987-02-23
43757,40000,1992-07-07,1993-07-07
43764,40000,1994-02-23,1995-02-23
43769,40000,1998-09-02,1999-09-02
43770,40000,1998-09-04,1999-09-04
43770,39543,1999-09-04,2000-09-03
43772,40000,1997-10-02,1998-10-02
43777,40000,1997-06-23,1998-06-23
43781,40000,1998-03-31,1999-03-31
43785,40000,1991-07-27,1992-07-26
43787,40000,1985-06-06,1986-06-06
43793,40000,1992-06-19,1993-06-19
43795,40000,1990-04-24,1991-02-02
43799,40000,1992-11-06,1993-11-06
43803,40000,1992-09-30,1993-09-30
43805,40000,1993-04-11,1994-04-11
43806,40000,1988-01-13,1989-01-12
43810,40000,1986-04-01,1987-04-01
43817,40000,1990-03-23,1991-03-23
43819,40000,1990-01-19,1991-01-19
43820,40000,1994-04-26,1995-04-26
43821,40000,1992-11-10,1993-11-10
43825,40000,1991-10-20,1992-10-19
43828,40000,1985-12-28,1986-12-28
43831,40000,1992-07-27,1993-07-27
43831,39792,1993-07-27,1994-07-27
43839,40000,1999-11-22,2000-11-21
43840,40000,1985-08-21,1986-08-21
43842,40000,1987-01-30,1988-01-30
43844,40000,1995-03-12,1996-03-11
43845,40000,1999-04-01,2000-03-31
43848,40000,1999-05-26,2000-05-25
43848,39894,2000-05-25,2001-05-25
43851,40000,1995-08-25,1996-08-24
43852,40000,1990-05-20,1991-05-20
43853,40000,1988-02-08,1989-02-07
43856,40000,1988-08-25,1989-08-25
43857,40000,1987-09-28,1988-09-27
43861,40000,1991-10-22,1992-10-21
43864,40000,1998-12-31,1999-12-31
43865,40000,1994-09-20,1995-09-20
43873,40000,1992-10-12,1993-10-12
43876,40000,1990-06-15,1991-06-15
43878,40000,1988-10-19,1989-10-19
43882,40000,1993-11-12,1994-11-12
43883,40000,1986-01-23,1987-01-23
43887,40000,1991-03-11,1992-03-10
43890,40000,1993-10-24,1994-10-24
43895,40000,1990-02-24,1991-02-24
43898,40000,1993-06-26,1994-06-26
43903,40000,1996-07-09,1997-07-09
43903,39756,1997-07-09,1998-07-09
43909,40000,1992-10-13,1993-10-13
43910,40000,1993-01-21,1994-01-21
43911,40000,1996-04-23,1997-04-23
43915,40000,1990-12-05,1991-12-05
43918,40000,1999-02-27,2000-02-27
43921,40000,1996-03-29,1997-03-29
43923,40000,1986-02-07,1987-02-07
43924,40000,1992-09-19,1993-09-19
43926,40000,1988-01-26,1989-01-25
43928,40000,1988-06-18,1989-06-18
43930,40000,1988-05-27,1989-05-27
43939,40000,1994-04-29,1995-04-29
43940,40000,1987-09-18,1988-09-17
43942,40000,1985-10-11,1986-10-11
43946,40000,1986-11-23,1987-11-23
43946,39609,1987-11-23,1988-11-22
43949,40000,1999-07-02,2000-07-01
43953,40000,1997-01-31,1998-01-31
43955,40000,1987-07-14,1988-07-13
43956,40000,1995-10-06,1996-10-05
43958,40000,1987-03-16,1988-03-15
43959,40000,1987-12-26,1988-12-25
43960,40000,1993-01-27,1994-01-27
43962,40000,1995-05-07,1996-05-06
43966,40000,1988-09-28,1989-09-28
43969,40000,1985-02-02,1986-02-02
43972,40000,1996-11-11,1997-11-11
43974,40000,1996-01-17,1997-01-16
43975,40000,1985-12-28,1986-12-28
43978,40000,1989-01-14,1990-01-14
43979,40000,1998-04-21,1999-04-21
43981,40000,1990-11-14,1991-11-14
43990,40000,1995-04-28,1996-04-27
43992,40000,1991-05-07,1992-05-06
43993,40000,1987-09-25,1988-09-24
43997,40000,1994-07-29,1995-07-29
44001,40000,1998-03-03,1999-03-03
44001,39765,1999-03-03,2000-03-02
44002,40000,1996-02-08,1997-02-07
44004,40000,1997-10-21,1998-10-21
44008,40000,1999-04-03,2000-04-02
44014,40000,1995-04-16,1996-04-15
44018,40000,1993-05-10,1994-05-10
44022,40000,1999-09-23,2000-09-22
44023,40000,1989-10-18,1990-10-18
44026,40000,1989-03-06,1990-03-06
44032,40000,1999-04-01,2000-03-31
44036,40000,1990-06-13,1991-06-13
44038,40000,1989-03-26,1990-03-26
44044,40000,1998-12-10,1999-12-10
44046,40000,1999-05-26,1999-09-03
44047,40000,1997-12-31,1998-12-31
44051,40000,1998-07-16,1999-07-16
44053,40000,1996-12-15,1997-12-15
44053,39870,1998-12-15,1999-11-14
44054,40000,1997-02-09,1998-02-09
44055,40000,1992-01-16,1993-01-15
44057,40000,1994-01-02,1995-01-02
44058,40000,1985-05-01,1986-05-01
44060,40000,1997-06-07,1998-06-07
44064,40000,1988-10-01,1989-10-01
44065,40000,1989-10-01,1990-10-01
44066,40000,1985-10-28,1986-10-28
44068,40000,1989-01-24,1990-01-24
44071,40000,1994-04-29,1995-04-29
44072,40000,1997-07-26,1998-07-26
44077,40000,1991-02-15,1992-02-15
44081,40000,1985-07-01,1986-07-01
44082,40000,1995-10-06,1996-10-05
44087,40000,1986-12-24,1987-12-24
44088,40000,1996-11-06,1997-11-06
44094,40000,1996-08-24,1997-08-24
44095,40000,1985-05-11,1986-05-11
44096,40000,1995-04-21,1996-04-20
44107,40000,1997-01-13,1998-01-13
44109,40000,1991-09-18,1992-09-17
44110,40000,1986-02-03,1987-02-03
44114,40000,1995-01-23,1996-01-23
44121,40000,1991-06-16,1992-06-15
44122,40000,1992-08-16,1993-08-16
44123,40000,1994-10-31,1995-10-31
44124,40000,1998-05-26,1999-05-26
44127,40000,1996-10-22,1997-10-22
44130,40000,1997-08-13,1998-08-13
44135,40000,1994-08-02,1995-08-02
44138,40000,1993-08-19,1994-08-19
44141,40000,1998-02-18,1999-02-18
44146,40000,1997-12-10,1998-12-10
44147,40000,1999-09-02,2000-09-01
44147,39631,2000-09-01,2001-09-01
44148,40000,1988-12-06,1989-12-06
44151,40000,1986-04-06,1987-04-06
44152,40000,1997-09-08,1998-09-08
44161,40000,1999-06-21,2000-06-20
44163,40000,1988-09-22,1989-09-22
44163,39869,1989-09-22,1990-09-22
44164,40000,1997-05-09,1998-05-09
44165,40000,1988-06-23,1989-06-23
44167,40000,1989-06-13,1990-06-13
44171,40000,1994-12-26,1995-12-26
44171,39693,1995-12-26,1996-12-25
44171,39661,1996-12-25,1997-12-25
44174,40000,1999-11-29,2000-11-28
44177,40000,1986-12-09,1987-12-09
44184,40000,1988-03-01,1989-03-01
44187,40000,1996-01-13,1997-01-12
44191,40000,1998-05-19,1999-05-19
44193,40000,1999-01-03,2000-01-03
44194,40000,1998-05-28,1999-05-28
44194,39958,2000-05-27,2001-05-27
44195,40000,1987-06-03,1988-06-02
44197,40000,1987-09-11,1988-09-10
44205,40000,1993-08-02,1994-08-02
44213,40000,1985-10-08,1986-10-08
44215,40000,1992-05-07,1993-05-07
44219,40000,1991-04-25,1992-04-24
44223,40000,1994-04-06,1995-04-06
44224,40000,1986-10-22,1987-10-22
44225,40000,1991-11-20,1992-11-19
44227,40000,1991-07-24,1992-07-23
44230,40000,1998-07-21,1999-07-21
44230,39922,1999-07-21,2000-07-20
44230,39641,2000-07-20,2001-07-20
44230,39887,2002-07-20,9999-01-01
44232,40000,1999-12-29,2000-02-27
44235,40000,1998-07-13,1999-07-13
44236,40000,1998-12-09,1999-12-09
44237,40000,1987-05-25,1988-05-24
44238,40000,1998-10-25,1999-10-25
44239,40000,1997-08-26,1998-08-26
44242,40000,1989-07-05,1990-07-05
44243,40000,1999-11-10,2000-11-09
44248,40000,1994-04-22,1995-04-22
44249,40000,1989-09-20,1990-09-20
44249,39984,1990-09-20,1991-09-20
44256,40000,1987-03-01,1988-02-29
44259,40000,1996-07-08,1997-07-08
44261,40000,1994-02-16,1994-05-12
44270,40000,1997-02-05,1998-02-05
44270,39617,1998-02-05,1999-02-04
44272,40000,1991-11-28,1992-11-27
44273,40000,1988-07-18,1989-07-18
44276,40000,1988-02-27,1989-02-26
44285,40000,1995-07-15,1996-07-14
44292,40000,1987-01-18,1988-01-18
44293,40000,1986-05-22,1987-05-22
44296,40000,1985-02-11,1986-02-11
44300,40000,1999-12-22,2000-12-21
44303,40000,1992-09-21,1993-09-21
44305,40000,1998-02-14,1999-02-14
44309,40000,1997-08-31,1997-09-09
44313,40000,1997-08-05,1998-08-05
44313,39620,1998-08-05,1999-08-05
44314,40000,1986-12-10,1987-12-10
44316,40000,1992-02-27,1993-02-26
44316,39506,1993-02-26,1994-02-26
44317,40000,1994-06-06,1995-06-06
44322,40000,1987-12-28,1988-12-27
44336,40000,1989-12-06,1990-12-06
44340,40000,1999-11-18,2000-11-17
44342,40000,1994-06-27,1995-06-27
44346,40000,1993-02-13,1994-02-13
44350,40000,1997-04-28,1998-04-28
44356,40000,1990-04-28,1991-04-28
44357,40000,1991-10-26,1992-10-25
44360,40000,1990-03-21,1991-03-21
44364,40000,1999-01-27,2000-01-27
44367,40000,1991-08-20,1992-08-19
44368,40000,1990-12-25,1991-12-25
44369,40000,1990-10-16,1991-10-16
44371,40000,1995-03-03,1996-03-02
44379,40000,1995-09-16,1996-09-15
44382,40000,1989-10-14,1990-10-14
44389,40000,1991-12-23,1992-12-22
44393,40000,1991-03-09,1992-03-08
44401,40000,1993-04-07,1994-04-07
44403,40000,1998-08-08,1999-08-08
44405,40000,1988-12-26,1989-12-26
44407,40000,1989-03-01,1990-03-01
44408,40000,1993-03-25,1994-03-25
44410,40000,1993-08-15,1994-08-15
44411,40000,1989-09-29,1990-09-29
44413,40000,1985-06-27,1986-06-27
44413,39574,1986-06-27,1987-06-27
44413,39904,1987-06-27,1988-06-26
44414,40000,1989-03-27,1990-03-27
44417,40000,1992-09-05,1993-09-05
44418,40000,1987-12-01,1988-11-30
44426,40000,1994-04-19,1995-04-19
44428,40000,1990-06-11,1991-06-11
44430,40000,1995-02-27,1996-02-27
44435,40000,1986-03-12,1987-03-12
44437,40000,1988-12-09,1989-12-09
44439,40000,1996-06-12,1997-06-12
44445,40000,1987-02-04,1988-02-04
44446,40000,1988-02-01,1989-01-31
44446,39963,1989-01-31,1990-01-31
44449,40000,1994-04-18,1995-04-18
44450,40000,1992-11-18,1993-11-18
44453,40000,1991-11-22,1992-11-21
44455,40000,1996-07-15,1997-07-15
44469,40000,1997-04-18,1998-04-18
44470,40000,1992-09-18,1993-09-18
44470,39622,1993-09-18,1994-09-18
44470,39736,1994-09-18,1995-09-18
44470,39781,1995-09-18,1996-09-17
44471,40000,1992-04-22,1993-04-22
44475,40000,1999-07-21,2000-07-20
44477,40000,1992-10-16,1993-10-16
44480,40000,1993-09-06,1994-09-06
44482,40000,1988-11-11,1989-11-11
44482,39808,1989-11-11,1990-11-11
44484,40000,1985-12-29,1986-12-29
44485,40000,1999-06-05,2000-06-04
44491,40000,1989-05-26,1990-05-26
44493,40000,1989-03-11,1990-03-11
44493,39993,1990-03-11,1991-03-11
44501,40000,1987-02-17,1988-02-17
44505,40000,1998-11-13,1999-11-13
44505,39802,1999-11-13,2000-11-12
44507,40000,1987-07-30,1988-07-29
44508,40000,1987-11-23,1988-11-22
44508,39940,1988-11-22,1989-11-22
44508,39947,1989-11-22,1990-11-22
44514,40000,2000-01-20,2001-01-19
44514,39975,2001-01-19,2002-01-19
44516,40000,1994-08-20,1995-08-20
44522,40000,1992-03-23,1993-03-23
44523,40000,1991-04-02,1992-04-01
44527,40000,1993-07-01,1994-07-01
44527,39797,1994-07-01,1995-07-01
44528,40000,1995-01-04,1996-01-04
44534,40000,1990-06-29,1991-06-29
44536,40000,1995-03-11,1996-03-10
44537,40000,1991-06-19,1992-06-18
44540,40000,1989-11-12,1990-11-12
44541,40000,1992-05-09,1993-05-09
44542,40000,1991-11-17,1992-11-16
44544,40000,1999-05-29,2000-05-28
44545,40000,1993-04-04,1994-04-04
44546,40000,1988-11-09,1989-11-09
44551,40000,1989-10-02,1990-10-02
44553,40000,1988-04-01,1989-04-01
44556,40000,1993-09-09,1994-09-09
44559,40000,1992-12-09,1993-12-09
44562,40000,1997-05-09,1998-05-09
44565,40000,1994-10-19,1995-10-19
44571,40000,1999-08-21,2000-08-20
44573,40000,1985-04-07,1986-04-07
44580,40000,1987-06-04,1988-06-03
44581,40000,1995-11-01,1996-10-31
44582,40000,1990-09-09,1991-09-09
44583,40000,1996-05-09,1997-05-09
44585,39832,1999-05-03,2000-05-02
44586,40000,1991-08-26,1992-08-25
44586,39958,1992-08-25,1993-08-25
44590,40000,1992-09-24,1993-09-24
44593,40000,1986-09-24,1987-09-24
44597,40000,1998-03-24,1999-03-24
44597,39513,1999-03-24,2000-03-23
44598,40000,1994-09-23,1995-09-23
44601,40000,1993-01-21,1994-01-21
44604,40000,1999-08-21,2000-08-20
44605,40000,1987-04-03,1988-04-02
44606,40000,1996-08-18,1997-08-18
44609,40000,1999-08-25,2000-08-24
44612,40000,1988-01-16,1989-01-15
44615,40000,1995-03-02,1996-03-01
44616,40000,1988-08-31,1989-08-31
44620,40000,1990-01-24,1991-01-24
44622,40000,1995-03-21,1996-03-20
44624,40000,1995-04-20,1996-04-19
44624,39718,1996-04-19,1997-04-19
44625,40000,1991-02-04,1992-02-04
44628,40000,1998-09-05,1999-09-05
44630,40000,1996-11-17,1997-11-17
44631,40000,1999-05-10,2000-05-09
44633,40000,1996-02-09,1997-02-08
44634,40000,1996-02-06,1997-02-05
44635,40000,1989-02-03,1990-02-03
44639,40000,1998-01-30,1999-01-30
44641,40000,1988-06-20,1989-06-20
44642,40000,1991-09-17,1992-09-16
44642,39575,1992-09-16,1993-09-16
44642,39198,1993-09-16,1994-09-16
44644,40000,1986-06-07,1987-06-07
44645,40000,1996-09-21,1997-09-21
44649,40000,1985-05-31,1986-05-31
44650,40000,1996-10-27,1997-10-26
44655,40000,1994-04-16,1995-04-16
44655,39551,1995-04-16,1996-04-15
44660,40000,1992-02-19,1993-02-18
44662,40000,1987-01-04,1988-01-04
44664,40000,1987-12-14,1988-12-13
44669,40000,1995-10-18,1996-10-17
44673,40000,1991-05-17,1992-05-16
44673,39712,1992-05-16,1993-05-16
44675,40000,1990-01-22,1991-01-22
44675,39979,1991-01-22,1992-01-22
44679,40000,1989-11-12,1990-11-12
44680,40000,1985-06-13,1986-06-13
44681,40000,1992-06-20,1993-06-20
44684,40000,1995-07-08,1996-07-07
44692,40000,1989-12-08,1990-12-08
44698,40000,1991-08-22,1992-08-21
44701,40000,1999-01-18,2000-01-18
44703,40000,1994-12-25,1995-12-25
44705,40000,1989-08-30,1990-08-30
44706,40000,1999-08-23,2000-08-22
44713,40000,1997-12-29,1998-12-29
44726,40000,1988-06-12,1989-06-12
44728,40000,1994-11-29,1995-11-29
44729,40000,1992-09-21,1993-09-21
44731,40000,1996-08-03,1997-08-03
44733,40000,1996-09-01,1997-09-01
44734,40000,1996-11-03,1997-11-03
44736,40000,1996-08-24,1997-08-24
44738,40000,1990-07-02,1991-07-02
44742,40000,1996-05-04,1997-05-04
44745,40000,1986-11-03,1987-11-03
44746,40000,1990-03-04,1991-03-04
44754,40000,1989-09-10,1990-09-10
44756,40000,1997-12-09,1998-12-09
44764,40000,1999-09-16,2000-09-15
44778,40000,1997-01-23,1998-01-23
44781,40000,1996-11-04,1997-11-04
44784,40000,1990-05-15,1991-05-15
44789,40000,1992-02-04,1993-02-03
44792,40000,1986-10-13,1987-10-13
44795,40000,1992-01-14,1993-01-13
44796,40000,1986-11-04,1987-11-04
44797,40000,1994-02-10,1995-02-10
44802,40000,1991-01-14,1992-01-14
44803,40000,1998-11-18,1999-11-18
44804,40000,1999-11-26,2000-11-25
44806,40000,1992-09-19,1993-09-19
44811,40000,1994-01-16,1995-01-16
44812,40000,1997-09-04,1998-09-04
44815,40000,1987-10-12,1988-10-11
44815,39971,1988-10-11,1989-10-11
44822,40000,1998-04-19,1999-04-19
44822,39842,1999-04-19,2000-04-18
44824,40000,1993-08-31,1994-08-31
44825,40000,1989-08-18,1990-08-18
44826,40000,1999-07-02,2000-07-01
44828,40000,1992-07-08,1993-07-08
44830,40000,1985-02-11,1986-02-11
44832,40000,1998-07-16,1999-07-16
44835,40000,1986-02-19,1987-02-19
44837,40000,1996-03-18,1997-03-18
44844,40000,1992-04-10,1993-04-10
44844,39900,1995-04-10,1996-04-09
44844,39765,1996-04-09,1997-04-09
44847,40000,1995-12-24,1996-12-23
44848,40000,1987-12-13,1988-03-30
44851,40000,1996-05-04,1997-05-04
44852,40000,1995-11-06,1996-11-05
44855,40000,1997-08-19,1998-08-19
44861,40000,1993-01-18,1994-01-18
44863,40000,1986-07-23,1987-07-23
44867,40000,1990-07-10,1991-07-10
44871,40000,1996-04-04,1997-04-04
44871,39673,1997-04-04,1998-04-04
44874,40000,1985-10-15,1986-10-15
44878,40000,1992-04-01,1993-04-01
44886,40000,1991-09-18,1992-09-17
44889,40000,1999-11-16,2000-11-15
44890,40000,1990-05-03,1991-05-03
44892,40000,1999-08-16,2000-08-15
44892,39508,2000-08-15,2001-08-15
44893,40000,1993-06-10,1994-06-10
44893,39677,1994-06-10,1995-06-10
44894,40000,1992-06-14,1993-06-14
44894,39895,1993-06-14,1994-06-14
44898,40000,1996-03-22,1997-03-22
44902,40000,1989-07-23,1990-07-23
44903,40000,1989-05-08,1990-05-08
44906,40000,1999-02-16,2000-02-16
44909,40000,1999-02-13,2000-02-13
44912,40000,1991-04-18,1992-04-17
44912,39682,1992-04-17,1993-04-17
44914,40000,1991-03-09,1992-03-08
44915,40000,1993-06-09,1994-06-09
44916,40000,1992-08-23,1993-08-23
44919,40000,1987-09-17,1988-09-16
44923,40000,1995-01-16,1996-01-16
44926,40000,1996-07-06,1997-07-06
44928,40000,1994-05-02,1995-05-02
44930,40000,1990-05-07,1991-05-07
44931,40000,1998-02-08,1999-02-08
44935,40000,1996-10-30,1997-10-30
44939,40000,1989-03-31,1990-03-31
44945,40000,1986-04-26,1987-04-26
44947,40000,1996-07-22,1997-07-22
44948,40000,1986-08-24,1987-08-24
44950,40000,1986-11-18,1987-11-18
44954,40000,1995-06-25,1996-06-24
44958,40000,1992-02-04,1993-02-03
44962,40000,1996-05-18,1997-05-18
44966,40000,1995-01-19,1996-01-19
44967,40000,1995-10-18,1996-10-17
44967,39826,1996-10-17,1997-10-17
44969,40000,1997-10-25,1998-10-25
44970,40000,1993-08-28,1994-08-28
44971,40000,1993-08-08,1994-08-08
44971,39686,1994-08-08,1995-08-08
44972,40000,1993-10-16,1994-10-16
44972,39703,1994-10-16,1995-10-16
44973,40000,1994-04-28,1995-04-28
44974,40000,1989-05-19,1990-05-19
44977,40000,1991-09-16,1992-09-15
44978,40000,1990-04-07,1991-04-06
44984,40000,1989-06-13,1990-06-13
44985,40000,1994-11-05,1995-11-05
44990,40000,1991-07-24,1992-07-23
44991,40000,1997-03-18,1998-03-18
44992,40000,1988-02-02,1989-02-01
44994,40000,1999-03-04,2000-03-03
44997,40000,1996-10-17,1997-10-17
45002,40000,1987-11-06,1988-11-05
45010,40000,1994-11-05,1995-11-05
45011,40000,1997-05-16,1998-05-16
45015,40000,1993-12-22,1994-12-22
45016,40000,1992-03-30,1993-03-30
45017,40000,1991-03-17,1992-03-16
45024,40000,1993-03-25,1994-03-25
45026,40000,1986-06-09,1987-06-09
45028,40000,1987-05-26,1988-05-25
45028,39978,1988-05-25,1989-05-25
45043,40000,1997-08-28,1998-08-28
45052,40000,1988-09-25,1989-09-25
45054,40000,1987-09-05,1988-09-04
45057,40000,1992-12-08,1993-12-08
45057,39756,1993-12-08,1994-12-08
45057,39760,1994-12-08,1995-12-08
45061,40000,1993-11-26,1994-11-26
45065,40000,1988-09-16,1989-09-16
45068,40000,1999-10-06,2000-10-05
45070,40000,1988-02-21,1989-02-20
45077,40000,1997-02-04,1998-02-04
45079,40000,1992-06-06,1993-06-06
45079,39988,1993-06-06,1994-06-06
45081,40000,1997-09-18,1998-09-18
45085,40000,1993-07-21,1994-07-21
45086,40000,1988-02-22,1989-02-21
45095,40000,1994-01-06,1995-01-06
45097,40000,1999-06-02,2000-06-01
45098,40000,1994-11-16,1995-11-16
45101,40000,1985-04-27,1986-04-27
45101,39805,1986-04-27,1987-04-27
45106,40000,1994-03-20,1994-08-29
45107,40000,1985-03-22,1986-03-22
45111,40000,1993-04-21,1994-04-21
45113,40000,1999-07-12,2000-01-31
45117,40000,1995-06-13,1996-06-12
45122,40000,1999-09-19,2000-09-18
45123,40000,1996-05-22,1997-05-22
45124,40000,1998-03-02,1999-03-02
45126,40000,1990-06-29,1991-06-29
45127,40000,1992-02-08,1993-02-07
45128,40000,1989-07-25,1990-07-25
45130,40000,1986-02-01,1987-02-01
45131,40000,1987-07-22,1988-07-21
45132,40000,1992-05-02,1993-05-02
45137,40000,1989-08-01,1990-08-01
45139,40000,1993-03-29,1994-03-29
45149,40000,1989-12-11,1990-12-11
45150,40000,1999-09-02,2000-09-01
45151,40000,1987-05-16,1988-05-15
45155,40000,1987-12-06,1988-12-05
